,text
1279,"Hola, yo recién regreso a México, y busco tener una tarjeta de débito y cuenta electrónica, uds directamente funcionan en todo sentido como entidad, o dependen de una cuenta de banco ya existente?"
1280,"Disculpe, además de transferencia hay algún modo de depositar a mi cuenta de débito Nu??"
1281,Ahora una alianza con los meses sin intereses con la librería buscalibre
1282,En GBM.
1283,En mi nómina 🔐
1284,Cuando podremos tener estados de cuenta en Nu? 😱
1285,"Fondeadora, les dejé porque el proceso mi cambio de nombre y género se volvió eterno y ya me urgía tener de mínimo una de débito a mi nombre actual"
1286,En bbva pero ahora estoy muy contento ya que mi dinero guardado con ustedes vale cada día más muchas gracias tío Nu ❤️
1287,"Me interesa la tarjeta de débito, cual es el trámite????"
1288,Me encanta la nu me sorprendió que llegara mi nu con un porta trargetas muy bonito ❤️❤️❤️😍 me encantó
1289,"En banco azteca :V jejeje, y en hey baco"
1290,"Pues en su tarjeta no, porque me dieron la tarjeta pero no activarla puedo porque su app me marca error en portugués, he mandado muuuuchos correos para intentar solucionar el problema y no ayudan."
1291,HOLA!!!!!!! ALGUIEN DE ATENCIÓN AL CLIENTE ?????
1292,"Lo guardaría en Nu pero con los decepcionante que es esta tarjeta en el cual 2 años he estado con ellos dándole el mejor rendimiento y nunca me han subido el límite de crédito de acuerdo a mis necesidades, no me imagino abrir una cuenta con ustedes, al contrario ya estoy por cancelarla y no saber más de esa tarjeta 👎🏼"
1293,Den puntos como los de bancomer u otros bancos
1294,Me limita de pensar en generar rendimiento o inversiones cuando estoy limitado a cierta cantidad de transacciones de entrada al mes 😢
1295,Que lamentable que a los extranjeros residentes permanentes en México se les haya degradado y denigrado financieramente hablando en todas las aplicaciones puedo llegar a pensar que no es culpa de Nu pero es muy entristecedor ver qué no le puedo dar un uso libre a mi cuenta Nu
1296,En una bolsa dentro de una mochila. Ahora está en mi Cajita.
1297,👏
1298,🔥
1299,👏
1300,Joaco sports
1301,lleva media hora mi trasferencia en procesó
1302,https://expansion.mx/economia/2023/06/14/nu-cambia-contrato-en-tarjetas-de-credito?_amp=true
1303,"Son PESIMOS! No oueden resolver temas técnicos BASICOS! y pretenden ser bancos electrónicos, aprendan a resolver primero"
1304,Alguien esta teniendo problemas con la app con la actualización de hoy?
1305,"Cómo que mi moradita tiene problemas con la CONDUSEF, alguien que me explique!!"
1306,Hace unas dos semanas que la pedí por la app y no me ha llegado ningún correo :(
1307,No me ah llegado mi moradita 😢
1308,Yo la quiero 😞😞😞
1309,"Uffff ya se armó el pulpo de los rendimientos, grax Nu 💜💜💜"
1310,👾
1311,💜
1312,@nu.mx que pasará con las cuentas por lo de la CONDUSEF?
1313,Muchas gracias Jime por tus tips
1314,Excelentes tips gracias a NU y la moradita por ayudarme a controlar mis finanzas
1315,💜💜💜
1316,👏👏👏 excelente consejo
1317,Muy claro y preciso 🙌🙌
1318,👏👏👏
1319,💜💜💜
1320,"¡Gracias, Jime! 💜✨"
1321,"Sueltenme, me están lastimando 🥲"
1322,👏👏
1323,"¡Gracias, Jime! 💜"
1324,Padrísimo y bien explicado!
1325,Gracias por la información tan clara y concisa 👍
1326,💜💜💜🐙
1327,"Sigo sin poder terminar el proceso para que me la autoricen, ya más de 48 horas nadamás nada 🥲🥲"
1328,"Hola, quiero saber el status de mi tarjeta, no me ha llegado la física, me aparece que la fecha de entrega era para el 8 de junio, pero no la he recibido!"
1329,Puedo hacer retiros en cajero de mi cuenta nu?
1330,🔥🔥
1331,Si ya tengo la de débito de que manera hago solicitud a la tdc?
1332,En Europa 10/10 la moneda de cambio amoooo nu💜💜💜💜
1333,Hasta en el metrobús he pagado con Apple Pay (Con mi Nu)
1334,❤️
1335,"Gracias Nu alcance mis boletos para el corona capital, gracias a tu tarjeta de débito, me rechazaron mi tarjeta de Santander, eres la mejor tarjeta te amo"
1336,Hola.. Puedo depositar en oxxo a mi tarjeta de débito?
1337,Morado paga 🤣🤣🤣
1338,"Aqui en mexico no todos los lugares tienen la terminal con tecnologia para hacer pagos sin contacto, y en algunos lugares les preguntas y luego luego te dicen que su terminal no tiene eso, algunos hasta te ven con cara de QUEE!! Y malo que no pase a la primera porque llevan prisa, es muy como a mi me a pasado 3 veces sin problema, pero esto porque me han tocado chavos que se prestan y te dan el tiempo a volver a intentarlo si no pasa la primera vez"
1339,"NO ABRAN CUENTA EN NU, SE QUEDAN CON TU DINERO Y TE TIENEN SEMANAS DICIENDO O PIDIENDO PAPELES QUE NO CORRESPONDEN PORQUE NO SOY AMERICANO NI TENGO GREEN CARD @condusefoficial
Revisen este banco que solo se quedan con el dinero sin dar explicaciones. Me encantaría poder hacer una denuncia."
1340,NU TE ROBA EL DINERO!!! Mucho ojo!
1341,Tiene algún límite?? O puedo pagar lo que sea?
1342,💜💜💜
1343,Muy mal servicio desde Marzo bloquearon mi tarjeta y nunca me la desbloquearon a pesar de tener todos mis pagos al dia y haber enviafo todos los documentos de actualizacion.
1344,No tengo nada que celebrar con @nu.mx
1345,Lastima que nunca pudieron solucionar mi problema
1346,"¡Muchas felicidades! Ya tengo ma de crédito y justo hoy me llegó la mía, me encantan 💜"
1347,La moradita tan chula y la mejor 💜💜
1348,Son los mejores ... Sigan sorprendiendo...
1349,🔥
1350,Justo me a llegado la 💳🤪 saludos y algo ... El 👁️💜está de más ! No hace falta sus símbolos Iluminati ya suficiente tenemos con las bajas vibraciones...🤨👋
1351,😍😍😍😍👏
1352,👎
1353,Como hago solicitud de mi tarjeta de débito ?
1354,Darán estados de cuenta con esa tarjeta de débito?
1355,Bueno yo soy parte de la familia morada pero como casi no la ocupo pues no me aumentado..pero aun asi soy familia morada
1356,"Ya llevo rato mandando mi solicitud para que me la den, y siempre me dicen que en 72 horas me dan respuesta y nada 🥺"
1357,Felicidades 💜👏
1358,🔥
1359,"A 5, de las"
1360,Horrible el crédito que dan
1361,Hasta el día de hoy NU a incrementado el cupo de mi tarjeta en 3 oportunidades por mi buen comportamiento en mis compromisos de pago. Gracias NU
1362,Feliz con mi libertad financiera gracias NU
1363,"Feliz por qué confiaron en mi cuando nadie más lo hizo (historial crediticio). Dijera Hercules ""como voy a demostrar mi potencial si no me dan la oportunidad"" 👏"
1364,"Y para cuando el incremento de línea de crédito, llevo 1 año pagando puntual y soy totalero y a un siguen sin darme un incremento, ya mejor me dieron una BBVA azul con mucho más crédito yo creo es momento de cancelar Nu"
1365,Mi bancó preferido 💜
1366,¡¡¡Yeaah!!! 👏👏👏🔥🙌 #yosoyNU
1367,👏💜
1368,💜💜
1369,Felicidades lo merecen por ser excelentes en todo.
1370,
1371,Deberían poner un banco di siguen así sin. Argos altos y buenos créditos deberían ❤️
1372,Cuántas cajitas se pueden crear?
1373,Ya la tengo. Gracias 🥰💜
1374,Cómo funciona la cuenta de ahorro. Escuché qe da rendimientos diarios ?
1375,"Hola, genera historial crediticio ?"
1376,Me han metido a la lista de espera dos veces.🙄😒
1377,"Ya la tengo y me encanta, solo que no puedo pagar la tarjeta de crédito seleccionando mi saldo de la tarjeta de débito."
1378,Yo feliz con mis dos Tarjetas gracias NU todo fácil rápido y un equipo que está pendiente Gracias sigan así 👏👏👏👏👏👏💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜
1379,"No me ha llegado la de débito, pero la espero con ansias 💜 ya tengo un año con la de crédito y la amo 💜"
1380,Ya llegó mi moradita débito está hermosa 💜
1381,Cuando sacan más productos
1382,¡Ya soy del team #nulovers! Todo me ha resultado tan fácil. Estoy fascinado con mi moradita.
1383,No me la autorizaron sepa Dios el porque que tengo que esperar 3 meses para a ver si la puedo tener
1384,💜💜💜💜💜💜💜💜💜
1385,"Otra pregunta cuándo intenté hacer el aumento de mis límites ""en la sección de configurar mis datos personales""me pidió que me grabará hacer un vídeo y que tomará una foto de mi INE nunca se subió el video ni me notificaron a qué se debe?? Lo puedo volver a hacer ""?? Y como lo puedo hacer??"
1386,"no les aconsejo que se comuniquen con este banco porque les roban el dinero, bloquean cuentas sin motivo, tardan el mayor tiempo posible con una respuesta para ponerlos nerviosos"
1387,Todo perfecto solo deberían de hacer mas discreta la tdc y quitar la info de la tarjet🫡
1388,", xxxCxxzz. Zzzz. ,,,, A. Zzz se. Z Zi…. Pues lo z. ,, cccccx d. Dxxz. D Cc de A zSs. Z ass. Z, a s a. . A a a. X a a z. Zi. Z z z Zi. Z a ccccxx. Cas c. Ccccxx x cxxz. s. A , va a🔥🔥🔥🔥🔥🔥🔥🙌🙌🔥🔥🔥🔥🙌🙌🔥🔥🔥"
1389,Amo mi Nu 💜
1390,"Nu, eres todo lo que soñe en una tarjeta de débito y crédito, gracias por tanto 🫶💜"
1391,La verdad sí está muy padre ...hasta ahora me encanta 💜
1392,"Hola NU qué triste es saber que mi cuenta será dada de baja por un problema de aplicación y donde eh levando repostes desde el 23 de marzo y hoy me llego un correo de que darán de baja mi cuenta porque no poder actualizar mis datos cuando los envíe por creo, me comunique vía sms. Por llamada, por sms en la aplicación y por inbox en Facebook 💔 les tuve mucha fe y estaba súper feliz con ustedes pero ahora me siento súper triste y decepcionada ￼
Saber que quede como 🤡🤡🤡 diciendo que Nu fue la mejor Tc que pudo llegar a mi vida y recomendándola a todos ☹️☹️💔"
1393,Aún no me envían mi tarjeta de débito y la debieron haber entregado hace 4 días 😠
1394,😱😍💜👾
1395,💜💜💜💜💜💜💜💜🔥
1396,"Hola, no aceptan pasaporte como identificación oficial? No tengo ine, subí foto con mi pasaporte y no me la aceptaron 🥲🥲"
1397,El mejor comercial del Nundo 🤪💜
1398,Iniciando con NU y no puedo arrepentirme.. NU SORPRENDENOS!!!
1399,Como puedo hacerlo?
1400,Es-pec-ta-cu-lar!!! 💜💜💜
1401,"Tío @nu.mx, @chinguamiga está batallando con BBVA ¡libérala de la burocracia!😢"
1402,Deberían agregar cajeros automáticos en caso de necesitar retirar de la tarjeta de débito 🥲 para evitar las comisiones por retiro de cajeros de otros bancos.
1403,Qué garantía o respaldo tiene su tarjeta? Comisiones?
1404,😍😍😍
1405,Yo tengo ya la cuenta y no me a llegado mi tarjeta
1406,Se puede adquirir una tarjeta nu en España??
1407,Yo ya tengo la mia y mi dinero ya desperto @nu.mx
1408,Como que vigencia 31 de julio?
1409,Me cayó de perlas mi Nueva Cuenta Nu 🥰💜
1410,"Ojalá y me pudieran dar una respuesta a mi solicitud para la tarjeta de crédito, ya que hace más de 1 mes envié la solicitud y hasta el día de hoy no he tenido respuesta..."
1411,Buena tarjeta y en espera de la de débito espero que no tarde 🥺💜
1412,💜🤍
1413,No puedo con lo hermosa que es la tarjeta 😍😍😍 💜💜💜
1414,Mucho bla bla arreglen su app porque no puedo pagar con débito
1415,No me ha llegado la tarjeta de débito 😞
1416,"No se desesperen si nos le ha llegado, vale la pena la espera la verdad que @nu.mx se la rifa siempre :) (el tarjetero está chulísimo)"
1417,"@nu.mx deberían de mandarme una nueva fundita para guardar mi moradita, la que me enviaron no cabe mi tarjeta"
1418,"Hola ya cuento con mi tarjeta física y virtual, como puedo tramitar la tarjeta de débito ??"
1419,@nubank queremos esse modelo de cartão no Brasil 💜💜💜
1420,La amo!! 💜
1421,No me ha llegado😢😢
1422,"Hola buenas tardes, ¿qué puedo hacer si mi tarjeta aún no me llega? Llevo esperando dos semana 😞"
1423,@nu.mx no me dejan entrar con mi contraseña y no la cambie 🥺
1424,Hola buenas cómo sigo para alquilarla trajeta
1425,Ami aun no mr llega primero decia que el 12 me llegaria despues que el 19 y digo esperando😢
1426,Es perfecta. Lo único que le hace falta es que quiten ya la restricción de los $23K mensuales y sería 💥💥.
1427,Se puede pagar el pago referenciado SAT en la aplicación del celular?
1428,Las utilidades
1429,Qué pasó @nu.mx aún no me llega mi tarjeta de débito primero me salió en la app que era el 12 de este mes luego se actualizó al día 19 de este mes y ya estamos a 24. 😕😒
1430,"Para los que piden recompensas, recuerden que eso implicaría un pago de anualidad. Yo prefiero no pagar eso."
1431,💜💜💜
1432,"Soy cliente nuevo y esta genial todo, lo único que les pediría serían recompensas por usar la tarjeta de crédito y se cerraría el círculo ⭕️ de perfección 🤑🤑🤑🤑🤑🤑🤣🤣🤣"
1433,😢
1434,"Espero que pronto validen mis datos y me manden mis tarjetas, Me gusta mucho Nu por qué ofrece variedad de servicios y también MSI está genial 😂😂😂😂😂"
1435,Por fin hay MSI en mercado libre 😍
1436,Los tkm pero ya subanme el crédito porfa u.u
1437,👏👏muchas felicidades es un orgullo formar parte de nu. deceo de todo corazón que sigan muchos éxitos y así ganamos todos las mejores vibras equipo nu!!!!!!!
1438,a mi no me han dado respuesta desde hace 8 meses ...
1439,"Buena Sofipo solo le faltan unas cosas para ser los mejores, que den cashback en alguna de las tarjetas ya sea débito o crédito, aumentos de línea de crédito a los que nunca nos hemos atrasado con los pagos, y que estén a la punta con los rendimientos, ya Klar los superó con su 10% en su cuenta a la vista, así que por el momento mis recursos se van a Klar, ya si deciden superar el 10% regresaría mis recursos a Nu"
1440,"Un año con la misma línea de crédito y pagando a tiempo pésima tarjeta, mejor un banco convencional."
1441,Que está pasando con NU que ya no está dando Aumentos pago en tiempo y si la uso pero no sé cuál sería el algorismo para sus Incrementos y sus uso sus MSI🙏
1442,Necesitamos MSI en más tiendas 🥺
1443,❤️
1444,Que está sea la primera década de muchas más abriendo el mercado financiero sin tanta burocracia
1445,Ya la tengo 💜
1446,Ya tengo mi cuenta nu débito espero y puedan darme la tarjeta de crédito pronto @nu.mx
1447,?¿Cuándo trabajarás con pix?
1448,"Yo si la pude sacar, pero me llego casi al final del mes, cuando en realidad me llegaba el 12 de mayo, igual si me llego; pero tardo bastante. Y últimamente mis pagos a la tarjeta tardan dos giras en reflejarse; este corte no tardo tanto, de hecho se reflejo bastante rápido, pero anteriores cortes tardaba bastante. Igual solo es una observación en cuanto a mi uso y las cosas que me suceden con la Tarjeta."
1449,Oigan y puedo poner mi nómina en debito nu? 🤔
1450,El mejor banco 👏👏 sin duda alguna !!
1451,"EL PEOR SERVICIO DE MEXICO. Hace tres meses tengo la tarjeta bloqueada por que no pueden actualizar los datos, y nadie me lo soluciona. Hablo todos los dias, me dicen que en 24 hs se soluciona y no. Estoy desde febrero. Ya me cansé y decidi no usarla. No lo recomiendo gente"
1452,@paolaalvarados
1453,La quiero tramitar pero ya no me sale la opción para la de débito 😢
1454,puntos de recompensa!!! programa de lealtad!
1455,Yo quería la de crédito y me dieron la de débito 😕
1456,
1457,"Hola! ya no me aparece en la app la opción de obtener mi tdd, cómo puedo tramitarla?🥺 la quiero"
1458,Últimamente las transferencias que hago y recibo en mi cuenta Nu se tardan horas en verse reflejados al principio cuando recién salió la cuenta Nu todo era muy rápido pero últimamente tardan demasiado
1459,"Tengo la Cuenta Nu y me gusta mucho, pero con lo de las transferencias, el límite para depósito y no tener una opción manual para escalar el tipo de cuenta para mayores depósito deja mucho que desear y no hablemos del criterio para otorgar la tarjeta de crédito. En fin espero solucionen rápido esta situación, recuerden que existen otras opciones que de no tener cuidado les pueden comer el mercado."
1460,Abran los ojos y no saquen una cuenta en Nu.. ahórrense la fatiga
1461,Hay una edad límite para abrir una cuenta Nu? Me gustaría para mi madre que es persona de la tercera edad.
1462,Hola! En qué establecimientos se puede hacer depósitos a la cuenta Nu o solo es por transferencia???
1463,A mí no me ha llegado la tarjeta ya tiene dos semanas y en la aplicación aparece haciendo tu tarjeta
1464,"A mi NU me falló, me bajaron mi linea de crédito y me dejaron en saldo negativo, jamás me apoyaron, blabla que por correo y nada!! Aún no solucionan. Pago siempre la totalidad y a tiempo y asi me pagaron. Al dia de hoy sigo esperando respuestas."
1465,Ya solo falta que tengan algunos cajeros para sacar dinero
1466,Amo mi cuenta Nu 💜
1467,De las mejores tarjetas de crédito que he tenido en mi vida ❤️
1468,Pues mis utilidades poco a poco están generando rendimiento en mi cuenta de Nu ❤️
1469,"Si suben mínimo a 10.3 como su competencia MP, tal vez lo haga."
1470,👎
1471,Tío Nu !! Van a devolver 10% este Hot sale?!!!😢
1472,@eliashuarte 🙌
1473,¿Qué te digo? Cuenta Nu es la mejor. 💜💜💜
1474,"Nunca había visto ese tamaño de letra en los textos regulatorios, siento que otras instituciones tratan de esconderlo! 😮😮😮🙌🙌🙌"
1475,⚠️⚠️NO TRAMITEN SU TARJETA LIQUIDE CON SALDO A FAVOR Y EL SALDO A FAVOR ME LO ROBARON⚠️⚠️
1476,@nu.mx muchas gracias por la balada de nuversario 💜
1477,Tío NU porque hay gente que se queja no les aumentan el crédito y van a canelar la tarjeta es verdad esto
1478,hermoso detalle para quienes lo somos lo valoramos además yo amo todo el morado 💜 así que NU NUnca cambien 😀 weno si... :3 cambien mi línea de crédito 🤪
1479,👏🌸🌹
1480,⚠️⚠️NO TRAMITEN SU TARJETA LIQUIDE CON SALDO A FAVOR Y EL SALDO A FAVOR ME LO ROBARON⚠️⚠️
1481,Gpi 🥲
1482,GPI
1483,👏😍👏 yo ya tengo mi cuenta y TDC y estoy enamorada de #Nu 😍😍😍
1484,Yo ya la tenía desde hace varias semanas!!! Y la amo!!😍
1485,A mí me dieron esa tarjeta hace más de un mes fui de los pioneros en tenerla he irla descubriendo poco a poco y tampoco fui requerido a dicho evento morado 💜 jaja 😂
1486,"Huy yo ya tengo más de un mes con ella soy de los pioneros que creyó en Nu débito y valla que estoy feliz me gusta mucho. El único detalle es poder tener lugares donde depositarle como Oxxo , 7 eleven etc . Fuera de eso feliz"
1487,Yo quiero trabajar con ustedes pero no soy programador 😢😢
1488,Lo podrían vincular con Apple Pay?
1489,Y mi invitación? Soy fiel a nu y pago a tiempo y uso mucho mi moradita y ni invitación me llego 😐 muy mal @nu.mx piensa en tus clientes fieles como nosotros!
1490,💜💜💜💜💜💜💜💜💜
1491,Top!
1492,A pues gracias por invitarme...
1493,Me gusta más la cuenta nu ya que genera rendimiento excelente nu
1494,"A mí no me ha llegado ni tampoco me aumentan mi límite de crédito y eso que siempre la utilizo más de la mitad y llevo así más de 4 meses, ya me dan ganas de cambiar de banco"
1495,@karolsoares05 ❤️
1496,@marine_oliveiraa
1497,@araujjo1_
1498,"Nuuuu ya mandé mi solicitud 2 veces, la primera fue en febrero y nomás no me aceptan ☹️"
1499,"Holaaaa, la acabo de tramitar, quería saber cuanto tarda en llegar el plástico de la moradita"
1500,Ya viene
1501,"Tío @nu.mx cuando van a poner la opción de crear cajitas, estaría genial, para poder ahorrar para algo en específico, en mi caso un celular nuevo y unos tenis, así cuando deposite, destine mí dinero a su cajita correspondiente"
1502,Y para el hot sale que va a ver????😢
1503,Está excelente este anuncio
1504,❤️🫶 ya en pocos días la recibo 💜.... Que emoción.... Gracias Tío Nu ❤️🙏🥹... Ahora sí ya tendré 2 las dos moraditas 💜😍
1505,💜💜💜💜💜💜
1506,"Si yo meto mi dinero, tendré que pagar impuestos de eso?"
1507,Hola!!! Cuánto es el rendimiento anual??? Al meter mi ahorro a la nueva tarjeta Nu?? 😇😇😇😇
1508,Olé!!!!!! ❤️❤️🔥🔥🔥🔥
1509,Al intentar abrir mi cuenta me marca error!😢
1510,"yo no la abri cuando me aparecia en mi aplicación y ahorita ya no me aparece, ni puedo abrir la notificacion donde me la mandaron"
1511,"No me gustó la idea de la cajita. Si al final de cuentas puedes meter y sacar dinero cuando quieras, la verdad no creo que hubiera hecho falta añadir un paso extra"
1512,para cuando el acumular puntos como con todos ños demás bancos. Eso me hace decidir a la hora de mis compras
1513,Está fabuloso está cuenta de ahorros yatengo la mía y a diario va creciendo el dinero de lacajita
1514,Puedo hacer depositos desde oxxo a mi cuenta Nu ?
1515,"Solo puedo transferir 23k al mes, me gustaría que fuera más :("
1516,Y para tramitar la tarjeta como se ase me da información?
1517,"El colchón es pá brincar, pá ahorrar mejor @nu.mx"
1518,Próxima estación: Nu 😍 Tururu...
1519,Un día eres joven y al otro dejas de ahorrar debajo del colchón y sacas tu cuenta @nu.mx 💸
1520,Gracias @nu.mx ya no pierdo mi dinero bajo el colchón 🔥🔥🔥🔥
1521,"Adiós colchón, no eres tú, soy yo. 🥹
Hooooola tarjeta @nu.mx 😏😍"
1522,🙌
1523,"Amo, amo, amo. 💜"
1524,Como hacer para que envien la tarjeta a una sucursal de la paqueteria para ir a recogerla yo
1525,"Están durmiendo pero su personal de servicio al cliente porque no resuelven nada, y Nu es abusivo y racista , si tienen la oportunidad de sacar un cuenta en ¡DESAPROVÉCHENLA!"
1526,Aun sigo esperando respuesta de mi tarjeta 😢 @nu.mx
1527,💜🤩
1528,Quiero mi moradita débito 🥺 por favor
1529,"Pues ya puse en la “cajita “ 23,000 pesos que es mi límite mensual, por qué solo son 23,000?"
1530,💜
1531,💜💜💜💜💜
1532,🙌💜👏💜🙌💜👏
1533,A despertar!! 💸
1534,Ya que despierteeeee 💜💜💜
1535,👁👁👁
1536,Ya estoy en espera de mi NU débito 😍
1537,"Mi dinero está durmiendo con ustedes, pero solo una fracción de ello debido al límite de 3,000 UDIS, urge aumenten ese límite. 💜"
1538,"¡Yo quiero que mi dinero despierte, Nu!"
1539,"Nu, ¿que protección tienes? Hasta cuantos UDIs estoy protegido?"
1540,Cuanto se tardan en recibir su invitación cuando ya les di mi correo ?
1541,"Yo ya tengo la invitación para tener la de débito, pero no he podido leer toda la información por el trabajo y la escuela. 🥲"
1542,Cada cuánto tiempo se dan aumentos de crédito ? Ya cuento con TDC y débito
1543,Cómo??! Ya hay moradita de débito?? 💜
1544,"Tío Nu, puedes hablar un poco más de las ventajas de una cuenta de débito moradita? Es como una cuenta de inversión también??"
1545,quiero la de debito 🥺
1546,Oigan ¿es cierto ya viene tdc garantizada?
1547,"No sé que hacer con mis poderosos 500 pesos de crédito, la incertidumbre me mata :'v"
1548,"Oigan, me puede ayudar alguien? Un familiar pidió su cuenta de débito y ya se la dieron. Pero quiere pedir la de crédito y cuando se registra dice que ya existe una cuenta con el mismo correo. Cómo se pide la de crédito en ese caso?"
1549,Soy un adulto independiente 😭💜
1550,Yo uso los planes de pago frecuentemente y son un aliviane para no hacer un desembolso tan alto en una sola exhibición. Súper herramienta.
1551,💯 soy 😅
1552,Sisoy
1553,Siempre me pasaaaaa 😂
1554,"Mi esposo realizó el pago de la TDC y tiene 48 horas que no se hace efectivo, y nadie nos resuelve"
1555,@sr.alex.xx
1556,Mi tarjeta lleva bloqueada mas de 3 meses no puedo creer que una empresa tan inovadora supuestamente se demore mas que un banco comun ….. que mal servicio
1557,Mira pero no le cuelguen a los clientes
1558,@yesikcallejas soy 😢
1559,Los amo mucho son el mejor banco
1560,@saraquintana26
1561,Meses sin intereses en mercado pago ?
1562,Ya súbanme el límite :( son mi tarjeta favorita y es la que menos crédito me da 🥺
1563,Pa cuando están desbloqueando gente ????
1564,Pero la moradita ayuda un montón con los MSI en varios comercios 👏🏻👏🏻👏🏻👏🏻
1565,💯
1566,💯
1567,👏👏👏
1568,Yo quiero solicitar la cuenta nu 🥹
1569,Yo solicité la tarjeta dos veces y ni una repuesta. Váyanse a tomar viento NU.
1570,Aumenta meu limite Nubank??? 🙏🏼🙏🏼
1571,Estoy encantada con NU!!! 👏👏👏
1572,Amo Nu. Bondades
1573,💜💜💜💜💜💜💜
1574,"Lo único triste es que tenía un límite de 100,000 en mi tarjeta y ahora son 22 mil, solo por ser extranjero. Que lastima. Me tuve que ir con otra opción. Amaba a NU 💔"
1575,💜💜💜💜💜
1576,🔥
1577,Si duda es la mejor 🙌👏
1578,Por favor @nu.mx regresen los meses sin intereses en @walmartmexico @bodegaaurrera 🙏🏻
1579,Una tarjeta bien chevere!!
1580,😍😍😍😍👏
1581,💜💜💜💜💜
1582,👏👏👏
1583,"Este proyecto es y será uno de los mejores por su simplicidad, experiencia que le dan al usuario, además de disminuir la brecha que hay en la inclusión financiera."
1584,💜💜💜 la mejor💜💜💜
1585,A alguien le a pasado que no se reflejan los pagos vía Spei en la tarjeta? Llevo dos días y no se han reflejado 🙄 y solo me dicen que me espere 😒
1586,Confirmo 🙌
1587,Si son
1588,El primer banco qué confío en mi los ami 💜💜💜
1589,🙌💜💜💜
1590,🔥🔥❤️
1591,Confirmadisimo amo mi moradita. 🌈💗
1592,@teresita08solis
1593,🙌🙌🔥❤️
1594,"Sin duda alguna, la mejor tarjeta de crédito, felicidades al equipo nu, excelente servicio, súper recomendada 💜"
1595,¡Enhorabuena! Definitivamente la tarjeta nu es mi tarjeta de confianza y la recomendaría a quien sea. Buenísimo leer esta noticia
1596,💜💜Mega felicidades @nu.mx bien merecido!!!yo amo mi moradita 💜💜
1597,Y como registro a mi beneficiario?? En todos sus anuncios y preguntas eso no esta claro. Tengo dinero en la cajita
1598,Lo que no me gusta es que no dan puntos como los puntos @bbva_mex
1599,"Mi esposo realizó el pago de la TDC y tiene 48 horas que no se hace efectivo, y nadie nos resuelve"
1600,Ya no pertenece @bodegaaurrera al convenio de MSI con Nu?
1601,AMÉN 🙏♥️🕊️
1602,Amo su mood de publicidad y colores y toooooooodoo 😍
1603,"El aumento de línea ni soñarlo, según te evalúan pero es mentira, ya ni la ocupo me quedé con Simplicity me aumentaron el crédito de volada sin tanto rollo"
1604,Cómo la puedo sacar
1605,"Por lo visto no dan aumento, creo el mercado pago te daas aumento qué esta"
1606,Todo... Es perfecta 🤩
1607,Si habrá metálica ? 😢
1608,"La claridad de la app y los estados de cuenta, son muy intuitivos y bien explicados. Felicidades, yo feliz con mi moradita 💜💜💜💜"
1609,"Me gustaría obtener la mía, hasta el momento no me la han autorizado:("
1610,Revisan buró de crédito
1611,Check inbox
1612,No la adquieran te abandona
1613,J n😂😂
1614,"Sigo esperando con mi tarjeta bloqueada sin respuesta. No hay soporte para extranjeros. Siempre soporte me dijó enviar un correo al ""equipo especializada"" pero hace 2.5 semanas sin respuesta. Si no puedo completar mis datos en tu app no puedo hacer nada. Tal vez hay un objetivo por los bancos tradicionales. Voy a abrir una tarjeta en BBVA y cortar mi moradita inútil."
1615,"Casi más de mes y medio sin respuesta, no hay comunicado oficial ni disculpas, solo largas y mentiras, al estilo de lo que dijeron no eran, otro como los tradicionales."
1616,Tengo 2 meses sin poder usar mi Nu por temas de actualización de datos y solo me están dando bola en el chat de la app y nadie me ayuda! Que triste porque si me gustaba mucho esta tarjeta 💔
1617,dejen tomar screenshots de nuevo 😢
1618,"@nu.mx sigo esperando a que arreglen lo de la aplicación, sigo sin poder hacer mis transacciones gracias a qué ustedes no pueden arreglar lo de la aplicación sigo sin poder entrar, un fiasco, por eso deje a los bancos tradicionales porque tardaban en resolver estás dificultades y ustedes están igual, que decepción"
1619,Deberian tomar en cuenta eso de los aumentos era como su plus (:” ya que no dan gran recompensa las personas piensan irse a otras
1620,Si con los 600 pesotes de línea de crédito que tengo en mi tarjeta me voy a ir de vacaciones 😒🤡
1621,Semana Santa al estilo Nu 🌴💜🌊
1622,@hectorini16 saca tu Nu
1623,Felicidades!! 💜👏
1624,Pues es muy buena pero llevo más de 12 meses con mi tdc y sigo con un límite muy bajo de $9000 no tengo problemas con buró y jamás me he atrasado :/
1625,🤍
1626,Sqq
1627,Los amooo
1628,"La mejor tarjeta de méxico, soporten"
1629,Nunca van a resolver lo de los bloqueos injustificados (Ya que tenía todo al día sin confirmado por uds) se volvieron peor que los bancos tradicionales
1630,"Si la Moradita tuviera Cashback del 1% yo cancelaba mis otras TDC para quedarme con ustedes, mientras sigo con la Rappi y la HeyBanco :("
1631,Que pasa con su app porque no deja entrar
1632,"Hola moradita!! Están teniendo problemas con su app? He intentado entrar y la pantalla se congela al en inicio de la app, ya desinstale y volví a instalar...pienso que este problema se está presentando desde la última actualización de la app"
1633,👏👏👏👏
1634,"Ojalá que pronto a la cuenta de débito puedan darle la facilidad de retirar en cajero 🏧 mediante un banco establecido para que hagan una alianza en beneficio de ese producto. Yo ya manejó TDC y Débito de ustedes, y no tengo ningún problema. Espero tomen en cuenta la sugerencia"
